Id,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10
1861,0,0,0,0,0,1,1,0,0,0
1862,0,0,0,0,1,0,0,1,0,0
1863,1,1,1,0,0,1,1,0,0,0
1864,1,1,1,1,0,0,1,0,1,1
1865,0,0,1,1,1,1,1,0,1,0
1866,0,0,0,1,0,0,1,0,0,0
1867,0,1,0,1,0,1,1,0,1,1
1868,0,1,1,1,0,0,1,0,0,1
1869,1,0,1,0,0,1,0,0,1,1
1870,0,1,1,1,1,0,1,0,0,0
1871,1,1,1,0,1,1,0,0,0,1
1872,1,0,1,0,0,1,1,0,1,1
1873,0,0,0,0,0,0,1,1,0,1
1874,1,0,1,1,0,1,1,0,1,1
1875,0,0,1,1,1,0,1,0,0,0
1876,0,0,0,1,1,0,0,1,0,0
1877,0,0,1,1,1,1,0,1,1,1
1878,1,0,1,1,0,1,1,0,1,1
1879,1,1,1,1,0,0,0,0,1,0
1880,0,0,0,0,1,1,1,0,0,1
1881,1,1,1,0,1,0,0,1,0,1
1882,1,0,1,1,0,0,1,0,0,0
1883,1,1,1,0,0,1,0,0,0,0
1884,0,1,0,1,1,0,1,1,0,0
1885,1,0,0,0,0,1,1,1,0,1
1886,1,0,1,0,0,0,1,1,0,0
1887,0,1,1,0,0,1,0,1,0,1
1888,1,1,1,1,1,0,1,1,1,1
1889,0,0,0,1,1,1,0,0,1,1
1890,1,0,1,1,1,0,0,0,1,1
1891,1,0,0,1,0,1,0,1,1,1
1892,0,1,1,0,0,0,1,0,0,0
1893,0,0,0,1,1,1,0,1,0,0
1894,0,1,0,0,0,1,1,0,0,0
1895,0,1,1,0,1,1,1,0,1,0
1896,1,0,0,0,0,1,0,1,1,1
1897,1,1,0,0,1,0,0,0,0,1
1898,1,1,0,0,1,0,1,1,0,0
1899,0,0,0,1,0,0,0,1,0,1
1900,1,0,1,1,1,1,1,1,0,1
1901,1,1,0,1,0,0,1,1,1,0
1902,0,0,1,0,1,1,0,1,0,1
1903,1,0,1,0,0,0,0,1,1,1
1904,0,1,0,1,1,1,1,0,0,0
1905,1,0,0,0,0,0,1,1,0,0
1906,1,1,0,0,0,0,1,1,0,1
1907,0,1,1,1,0,1,0,0,0,1
1908,1,0,1,0,0,1,0,1,0,1
1909,1,1,0,0,1,0,0,0,0,0
1910,1,0,0,0,1,1,1,1,1,1
1911,0,0,0,0,0,0,1,0,0,0
1912,1,0,1,0,0,0,1,1,0,1
1913,0,0,0,0,0,1,1,0,1,1
1914,1,0,0,1,0,0,1,0,1,0
1915,0,1,1,0,1,1,1,1,0,0
1916,1,0,0,0,0,0,0,0,0,0
1917,0,0,0,0,1,0,0,1,0,0
1918,1,0,1,1,0,0,1,1,1,1
1919,0,0,1,0,0,1,0,0,1,1
1920,0,1,0,0,1,0,1,0,0,0
1921,0,1,1,0,0,0,0,1,0,1
1922,1,1,0,0,0,0,0,0,1,1
1923,1,0,0,0,1,0,1,0,1,1
1924,0,0,1,0,0,0,0,1,1,0
1925,0,1,0,0,1,1,0,0,1,1
1926,0,0,0,1,0,0,1,0,1,0
1927,1,0,1,0,1,1,1,1,1,1
1928,1,1,0,1,1,1,1,0,0,0
1929,1,1,1,1,1,0,1,1,1,0
1930,1,0,1,0,0,0,0,1,1,0
1931,0,0,1,0,0,0,1,0,0,1
1932,0,1,0,1,0,1,1,0,1,1
1933,1,0,0,1,0,1,0,1,0,1
1934,0,0,0,0,1,1,0,0,0,1
1935,1,0,1,1,1,1,0,1,1,1
1936,1,0,1,0,0,0,1,1,1,0
1937,0,0,0,0,0,1,1,0,1,1
1938,1,0,1,1,0,0,1,0,0,1
1939,1,0,1,0,0,1,0,1,1,0
1940,0,1,0,1,1,1,1,1,0,1
1941,0,1,0,0,1,1,0,0,1,0
1942,1,1,1,1,1,1,1,1,0,1
1943,1,1,0,0,0,0,0,0,1,0
1944,1,0,0,0,0,0,1,0,0,0
1945,0,0,0,0,1,0,0,1,0,1
1946,1,0,1,0,0,0,1,0,0,0
1947,0,1,1,1,1,0,1,0,1,0
1948,0,0,0,1,0,0,1,1,0,0
1949,0,0,0,0,1,1,1,0,0,1
1950,0,0,0,1,0,1,1,0,1,1
1951,1,1,1,1,1,1,0,1,1,0
1952,0,0,1,1,0,0,0,1,1,0
1953,0,0,0,0,1,0,0,0,0,1
1954,1,0,0,1,1,0,0,0,0,1
1955,0,0,0,1,0,1,0,1,0,0
1956,1,0,0,0,0,0,1,0,0,1
1957,0,0,0,0,1,0,0,0,0,0
1958,0,1,0,1,1,0,0,0,1,1
1959,0,1,1,0,1,1,1,1,0,1
1960,1,1,1,0,0,1,1,1,1,0
1961,1,0,1,1,1,1,1,0,0,0
1962,1,0,0,1,1,0,1,0,0,0
1963,0,1,0,0,0,0,1,1,1,1
1964,1,0,1,1,0,1,1,0,1,1
1965,0,1,1,0,0,1,0,0,0,0
1966,0,0,1,0,0,1,1,1,0,0
1967,0,1,1,0,1,1,1,0,0,0
1968,1,1,1,1,0,1,0,1,1,0
1969,1,0,0,1,0,0,0,0,1,1
1970,1,0,0,1,1,0,1,1,1,0
1971,0,0,1,0,0,1,1,1,1,0
1972,0,1,1,1,0,1,1,1,1,1
1973,1,1,1,0,1,0,0,0,1,1
1974,0,1,1,1,1,1,0,0,1,1
1975,0,0,1,1,0,1,1,0,0,1
1976,0,0,1,0,1,0,0,0,0,0
1977,0,0,1,1,0,0,1,0,0,1
1978,1,1,0,1,0,0,0,1,0,1
1979,1,0,1,0,0,0,0,0,0,0
1980,1,0,0,0,0,0,0,0,0,1
1981,1,1,0,0,1,0,0,1,1,0
1982,1,1,1,1,0,1,0,0,0,1
1983,1,0,0,0,1,1,0,1,0,0
1984,0,1,1,1,0,1,1,1,1,1
1985,1,1,1,1,0,1,0,0,0,0
1986,1,1,1,0,1,1,0,1,1,1
1987,1,0,0,1,0,0,0,0,1,0
1988,0,1,0,0,1,0,0,1,0,0
1989,0,0,1,0,1,1,1,1,0,0
1990,0,1,1,0,0,0,1,1,1,0
1991,0,1,1,1,1,1,1,0,1,1
1992,0,0,1,0,0,0,1,1,1,1
1993,1,0,1,0,1,1,1,1,0,1
1994,0,1,0,1,1,1,0,1,1,0
1995,0,0,1,1,0,0,1,0,0,1
1996,1,1,1,0,1,1,0,0,0,1
1997,0,0,1,0,1,0,0,0,1,0
1998,1,1,0,1,0,0,1,0,0,0
1999,0,0,1,0,1,0,0,0,0,1
2000,1,0,1,1,0,1,1,1,0,1
